"","state","week_end","percent_visits_rsv_state"
"2741","Georgia",2022-12-24,0.13
"2742","Hawaii",2022-12-24,0.13
"2743","Maine",2022-12-24,0.45
"2744","Michigan",2022-12-24,0.58
"2745","New Mexico",2022-12-24,1.2
"2746","North Dakota",2022-12-24,2.05
"2747","Rhode Island",2022-12-24,0.22
"2748","Tennessee",2022-12-24,0.35
"2749","Texas",2022-12-24,0.49
"2750","Utah",2022-12-24,1.86
"2751","Washington",2022-12-24,1
"2752","Alaska",2022-12-31,1.4
"2753","Florida",2022-12-31,0.24
"2754","Idaho",2022-12-31,1.51
"2755","Kentucky",2022-12-31,0.48
"2756","Minnesota",2022-12-31,1.19
"2757","Nevada",2022-12-31,0.68
"2758","New Mexico",2022-12-31,1.04
"2759","South Carolina",2023-07-22,0.02
"2760","Tennessee",2023-07-22,0.02
"2761","Utah",2023-07-22,0.02
"2762","Wisconsin",2023-07-22,0
"2763","Arizona",2023-07-29,0.02
"2764","Colorado",2023-07-29,0.02
"2765","Connecticut",2023-07-29,0
"2766","Idaho",2023-07-29,0.01
"2767","Maryland",2023-07-29,0.02
"2768","Massachusetts",2023-07-29,0.01
"2769","Minnesota",2023-07-29,0.01
"2770","Ohio",2023-07-29,0.01
"2771","Oklahoma",2023-07-29,0.01
"2772","South Dakota",2023-07-29,0
"2773","Tennessee",2023-07-29,0.05
"2774","United States",2023-07-29,0.03
"2775","Wyoming",2023-07-29,0
"2776","Arkansas",2023-08-05,0.03
"2777","Delaware",2023-08-05,0.03
"2778","District of Columbia",2023-08-05,0.03
"2779","Hawaii",2023-08-05,0.05
"2780","Iowa",2023-08-05,0.02
"2781","Maine",2023-08-05,0.01
"2782","Minnesota",2023-08-05,0.01
"2783","New Jersey",2023-08-05,0.03
"2784","Ohio",2023-08-05,0.01
"2785","Rhode Island",2023-08-05,0
"2786","South Dakota",2023-08-05,0
"2787","Vermont",2023-08-05,0
"2788","Illinois",2023-08-12,0.02
"2789","Indiana",2023-08-12,0.02
"2790","Louisiana",2023-08-12,0.04
"2791","Massachusetts",2023-08-12,0.02
"2792","Michigan",2023-08-12,0.01
"2793","Nebraska",2023-08-12,0.01
"2794","Oklahoma",2023-08-12,0
"2795","Arizona",2023-08-19,0.02
"2796","District of Columbia",2023-08-19,0.07
"2797","Idaho",2023-08-19,0
"2798","Iowa",2023-08-19,0.03
"2799","Louisiana",2023-08-19,0.06
"2800","Mississippi",2023-08-19,0.12
"2801","Nevada",2023-08-19,0.01
"2802","Rhode Island",2023-08-19,0
"2803","South Dakota",2023-08-19,0
"2804","Arkansas",2023-08-26,0.04
"2805","Colorado",2023-08-26,0
"2806","Delaware",2023-08-26,0.03
"2807","Kentucky",2023-08-26,0.06
"2808","North Carolina",2023-08-26,0.03
"2809","United States",2023-08-26,0.05
"2810","Utah",2023-08-26,0.02
"2811","Wisconsin",2023-08-26,0.01
"2812","Colorado",2023-09-02,0
